UniqueID,ParcelID,LandUse,PropertyAddress,SaleDate,SalePrice,LegalReference,SoldAsVacant,OwnerName,OwnerAddress,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,PropertySplitAddress,PropertyAddressSplitCity,OwnerSplitAddress,OwnerAddressSplitCity,OwnerAddressSplitState
29490,"041 06 0 041.00","VACANT RESIDENTIAL LAND","1416  FINNLAND DR, NASHVILLE",15-04-30,19500,20150505-0040745,Yes,"MILES, JAMES & JOYCE","1416  FINNLAND DR, NASHVILLE, TN",0.46,"GENERAL SERVICES DISTRICT",20000,122500,142500,2016,3,2,0,"1416  FINNLAND DR"," NASHVILLE","1416  FINNLAND DR",NASHVILLE,TN
40671,"041 06 0A 001.00","SINGLE FAMILY","4063  BRICK CHURCH PIKE, NASHVILLE",15-11-23,214000,20151201-0121194,No,,,0,,0,0,0,0,0,0,0,"4063  BRICK CHURCH PIKE"," NASHVILLE",,,
10767,"041 06 0A 003.00","VACANT RES LAND","1505  CONSTITUTION AVE, NASHVILLE",13-12-06,30000,20131211-0125545,No,,,0,,0,0,0,0,0,0,0,"1505  CONSTITUTION AVE"," NASHVILLE",,,
19816,"041 06 0A 003.00","SINGLE FAMILY","1505  CONSTITUTION AVE, NASHVILLE",14-08-12,224900,20140814-0073344,No,,,0,,0,0,0,0,0,0,0,"1505  CONSTITUTION AVE"," NASHVILLE",,,
10768,"041 06 0A 004.00","VACANT RES LAND","1509  CONSTITUTION AVE, NASHVILLE",13-12-06,30000,20131211-0125545,No,,,0,,0,0,0,0,0,0,0,"1509  CONSTITUTION AVE"," NASHVILLE",,,
23916,"041 06 0A 004.00","SINGLE FAMILY","1509  CONSTITUTION AVE, NASHVILLE",14-11-21,209900,20141126-0109012,No,,,0,,0,0,0,0,0,0,0,"1509  CONSTITUTION AVE"," NASHVILLE",,,
10769,"041 06 0A 007.00","VACANT RES LAND","1521  CONSTITUTION AVE, NASHVILLE",13-12-06,30000,20131211-0125544,No,,,0,,0,0,0,0,0,0,0,"1521  CONSTITUTION AVE"," NASHVILLE",,,
27164,"041 06 0A 007.00","SINGLE FAMILY","1521  CONSTITUTION AVE, NASHVILLE",15-02-06,217900,20150209-0012013,No,,,0,,0,0,0,0,0,0,0,"1521  CONSTITUTION AVE"," NASHVILLE",,,
10770,"041 06 0A 009.00","VACANT RES LAND","1529  CONSTITUTION AVE, NASHVILLE",13-12-06,30000,20131211-0125544,No,,,0,,0,0,0,0,0,0,0,"1529  CONSTITUTION AVE"," NASHVILLE",,,
38086,"041 06 0A 009.00","SINGLE FAMILY","1529  CONSTITUTION AVE, NASHVILLE",15-09-30,219900,20151001-0099720,No,,,0,,0,0,0,0,0,0,0,"1529  CONSTITUTION AVE"," NASHVILLE",,,
50592,"041 06 0A 023.00","SINGLE FAMILY","1721 EXECUTIVE  WAY, NASHVILLE",16-06-30,240000,20160707-0069347,No,,,0,,0,0,0,0,0,0,0,"1721 EXECUTIVE  WAY"," NASHVILLE",,,
48737,"041 06 0A 024.00","SINGLE FAMILY","1725 EXECUTIVE  WAY, NASHVILLE",16-05-20,229900,20160603-0056721,No,,,0,,0,0,0,0,0,0,0,"1725 EXECUTIVE  WAY"," NASHVILLE",,,
29491,"041 06 0A 027.00","SINGLE FAMILY","1708  EXECUTIVE WAY, NASHVILLE",15-04-20,293000,20150424-0036825,No,,,0,,0,0,0,0,0,0,0,"1708  EXECUTIVE WAY"," NASHVILLE",,,
38087,"041 06 0A 034.00","SINGLE FAMILY","1524  CONSTITUTION AVE, NASHVILLE",15-09-21,196000,20150923-0096512,No,,,0,,0,0,0,0,0,0,0,"1524  CONSTITUTION AVE"," NASHVILLE",,,
29492,"041 06 0A 035.00","SINGLE FAMILY","1520  CONSTITUTION AVE, NASHVILLE",15-04-27,215000,20150429-0038232,No,,,0,,0,0,0,0,0,0,0,"1520  CONSTITUTION AVE"," NASHVILLE",,,
40672,"041 06 0A 035.00","SINGLE FAMILY","1520  CONSTITUTION AVE, NASHVILLE",15-11-30,218000,20151201-0120904,No,,,0,,0,0,0,0,0,0,0,"1520  CONSTITUTION AVE"," NASHVILLE",,,
51981,"041 07 0 002.00","SINGLE FAMILY","3986 GOODMORNING  DR, NASHVILLE",16-07-07,195000,20160711-0070610,No,"JOHNSON, BENJAMIN W. & SCOTT, ASHLEY J.","3986  GOODMORNING DR, NASHVILLE, TN",0.98,"GENERAL SERVICES DISTRICT",25000,87300,117900,1962,3,1,1,"3986 GOODMORNING  DR"," NASHVILLE","3986  GOODMORNING DR",NASHVILLE,TN
7986,"041 07 0 012.00","SINGLE FAMILY","3985  LAWING DR, NASHVILLE",13-09-12,39000,20130913-0096735,Yes,"BROWN, ANNIE B. & RONALD D.","3985  LAWING DR, NASHVILLE, TN",1.07,"GENERAL SERVICES DISTRICT",25000,109900,134900,1966,3,1,1,"3985  LAWING DR"," NASHVILLE","3985  LAWING DR",NASHVILLE,TN
19817,"041 07 0 012.00","SINGLE FAMILY","3985  LAWING DR, NASHVILLE",14-08-11,145000,20140815-0074201,No,"BROWN, ANNIE B. & RONALD D.","3985  LAWING DR, NASHVILLE, TN",1.07,"GENERAL SERVICES DISTRICT",25000,109900,134900,1966,3,1,1,"3985  LAWING DR"," NASHVILLE","3985  LAWING DR",NASHVILLE,TN
21311,"041 07 0 013.00","SINGLE FAMILY","3983  LAWING DR, NASHVILLE",14-09-03,95000,20140904-0080982,No,"CUFF, MELISSA A. & MARTIN, BRUCE L.","3983  LAWING DR, NASHVILLE, TN",1.15,"GENERAL SERVICES DISTRICT",25000,103600,131500,1960,3,1,1,"3983  LAWING DR"," NASHVILLE","3983  LAWING DR",NASHVILLE,TN
25033,"041 07 0 013.00","SINGLE FAMILY","3983  LAWING DR, NASHVILLE",14-12-01,153000,20141204-0111112,No,"CUFF, MELISSA A. & MARTIN, BRUCE L.","3983  LAWING DR, NASHVILLE, TN",1.15,"GENERAL SERVICES DISTRICT",25000,103600,131500,1960,3,1,1,"3983  LAWING DR"," NASHVILLE","3983  LAWING DR",NASHVILLE,TN
23917,"041 07 0 015.00","SINGLE FAMILY","3979  LAWING DR, NASHVILLE",14-11-12,118000,20141117-0105681,No,"DAVIS, KYLE A. & OLDS, EMILY C.","3979  LAWING DR, NASHVILLE, TN",1.22,"GENERAL SERVICES DISTRICT",25000,103900,128900,1960,3,1,1,"3979  LAWING DR"," NASHVILLE","3979  LAWING DR",NASHVILLE,TN
670,"041 07 0 016.00","SINGLE FAMILY","3975  LAWING DR, NASHVILLE",13-02-15,160000,20130222-0018193,No,"DRAPER, DENNIS","3975  LAWING DR, NASHVILLE, TN",1.21,"GENERAL SERVICES DISTRICT",25000,99100,127600,1961,3,1,1,"3975  LAWING DR"," NASHVILLE","3975  LAWING DR",NASHVILLE,TN
34771,"041 07 0 023.00","SINGLE FAMILY","1236  BELL GRIMES LN, NASHVILLE",15-07-31,145900,20150804-0077365,No,"NESBITT, ANTHONY","1236  BELL GRIMES LN, NASHVILLE, TN",0.33,"GENERAL SERVICES DISTRICT",20000,89000,114800,1959,3,2,0,"1236  BELL GRIMES LN"," NASHVILLE","1236  BELL GRIMES LN",NASHVILLE,TN
51982,"041 07 0 025.00","SINGLE FAMILY","1230 BELL GRIMES  LN, NASHVILLE",16-07-14,150000,20160719-0074182,No,"SKELLEY, SAMUEL","1230  BELL GRIMES LN, NASHVILLE, TN",0.27,"GENERAL SERVICES DISTRICT",20000,55200,75200,1959,3,1,0,"1230 BELL GRIMES  LN"," NASHVILLE","1230  BELL GRIMES LN",NASHVILLE,TN
51983,"041 07 0 038.00","SINGLE FAMILY","1257 OLD HICKORY  BLVD, NASHVILLE",16-07-05,220000,20160708-0070057,No,"HOYAL, SHAUNA","1257  OLD HICKORY BLVD, NASHVILLE, TN",0.74,"GENERAL SERVICES DISTRICT",34000,92600,143500,1955,3,1,1,"1257 OLD HICKORY  BLVD"," NASHVILLE","1257  OLD HICKORY BLVD",NASHVILLE,TN
45299,"041 07 0 049.00","SINGLE FAMILY","4020  HICKORY TER, NASHVILLE",16-03-08,201000,20160311-0023569,No,"BROWNING, ASHLEY H.","4020  HICKORY TER, NASHVILLE, TN",0.76,"GENERAL SERVICES DISTRICT",25000,114100,139100,1965,3,1,1,"4020  HICKORY TER"," NASHVILLE","4020  HICKORY TER",NASHVILLE,TN
50593,"041 07 0 060.00","SINGLE FAMILY","1301 BELL GRIMES  LN, NASHVILLE",16-06-09,130000,20160613-0059280,No,"COOK, JAMES H.","1301  BELL GRIMES LN, NASHVILLE, TN",0.73,"GENERAL SERVICES DISTRICT",22000,98300,130400,1958,4,3,0,"1301 BELL GRIMES  LN"," NASHVILLE","1301  BELL GRIMES LN",NASHVILLE,TN
50594,"041 07 0 060.00","SINGLE FAMILY","1301 BELL GRIMES  LN, NASHVILLE",16-06-10,140000,20160615-0060809,No,"COOK, JAMES H.","1301  BELL GRIMES LN, NASHVILLE, TN",0.73,"GENERAL SERVICES DISTRICT",22000,98300,130400,1958,4,3,0,"1301 BELL GRIMES  LN"," NASHVILLE","1301  BELL GRIMES LN",NASHVILLE,TN
46872,"041 07 0 061.00","SINGLE FAMILY","1253  RUGBY DR, NASHVILLE",16-04-29,150000,20160503-0043369,No,"CHAMBERLIN, DAVID & TENNA","1253  RUGBY DR, NASHVILLE, TN",0.83,"GENERAL SERVICES DISTRICT",25000,86400,114200,1951,3,1,1,"1253  RUGBY DR"," NASHVILLE","1253  RUGBY DR",NASHVILLE,TN
29493,"041 07 0 067.00","SINGLE FAMILY","1219  BELL GRIMES LN, NASHVILLE",15-04-17,80125,20150420-0035165,No,"BROWN, CINDY","1219  BELL GRIMES LN, NASHVILLE, TN",0.73,"GENERAL SERVICES DISTRICT",22000,62400,84400,1959,2,1,0,"1219  BELL GRIMES LN"," NASHVILLE","1219  BELL GRIMES LN",NASHVILLE,TN
19818,"041 07 0 072.00","SINGLE FAMILY","3967  LAWING DR, NASHVILLE",14-08-28,145000,20140902-0079693,No,"CHISM-DALE, JACQUELINE L. & DALE, WAYNE J.","3967  LAWING DR, NASHVILLE, TN",0.44,"GENERAL SERVICES DISTRICT",20000,115700,145800,1965,3,2,0,"3967  LAWING DR"," NASHVILLE","3967  LAWING DR",NASHVILLE,TN
27165,"041 07 0 088.00","SINGLE FAMILY","3790  MARYDALE DR, NASHVILLE",15-02-20,131000,20150225-0016089,No,"GARDNER, MARCUS","3790  MARYDALE DR, NASHVILLE, TN",0.4,"GENERAL SERVICES DISTRICT",20000,91700,111700,1965,3,1,0,"3790  MARYDALE DR"," NASHVILLE","3790  MARYDALE DR",NASHVILLE,TN
40673,"041 07 0 090.00","SINGLE FAMILY","3962  LAWING DR, NASHVILLE",15-11-05,189900,20151125-0119482,No,"CARLTON, CARRIE ANN & BISTLINE, CHRISTOPHER SCOTT","3962  LAWING DR, NASHVILLE, TN",0.39,"GENERAL SERVICES DISTRICT",20000,113900,136100,1963,5,2,1,"3962  LAWING DR"," NASHVILLE","3962  LAWING DR",NASHVILLE,TN
9805,"041 07 0 097.00","SINGLE FAMILY","3811  MARYDALE CT, NASHVILLE",13-11-21,128000,20131204-0123636,No,"HARDISON, KELVIN E.","3811  MARYDALE CT, NASHVILLE, TN",0.55,"GENERAL SERVICES DISTRICT",20000,88000,108000,1965,3,2,0,"3811  MARYDALE CT"," NASHVILLE","3811  MARYDALE CT",NASHVILLE,TN
22738,"041 07 0 104.00","SINGLE FAMILY","3816  MARYDALE DR, NASHVILLE",14-10-02,123500,20141006-0092262,No,"SANCHEZ, JULIO A. VAZQUEZ & ESCOBAR, BRICEIDA","3816  MARYDALE DR, NASHVILLE, TN",0.55,"GENERAL SERVICES DISTRICT",20000,78900,98900,1986,3,1,1,"3816  MARYDALE DR"," NASHVILLE","3816  MARYDALE DR",NASHVILLE,TN
33038,"041 08 0 001.00","SINGLE FAMILY","1240  OLD HICKORY BLVD, NASHVILLE",15-06-01,148000,20150605-0053012,No,"OTT, KEVIN WILLIAM","1240  OLD HICKORY BLVD, NASHVILLE, TN",1.04,"GENERAL SERVICES DISTRICT",40000,88900,132000,1958,3,1,0,"1240  OLD HICKORY BLVD"," NASHVILLE","1240  OLD HICKORY BLVD",NASHVILLE,TN
13366,"041 08 0 004.00","SINGLE FAMILY","1220  OLD HICKORY BLVD, NASHVILLE",14-03-07,120000,20140312-0020838,No,"DICKSON, ELLEN","1220  OLD HICKORY BLVD, NASHVILLE, TN",1.1,"GENERAL SERVICES DISTRICT",40000,124500,164500,1959,3,2,0,"1220  OLD HICKORY BLVD"," NASHVILLE","1220  OLD HICKORY BLVD",NASHVILLE,TN
21312,"041 08 0 008.01","SINGLE FAMILY","4028  MARYDALE DR, NASHVILLE",14-09-16,113000,20140925-0088462,No,"MENJIVAR, BLANCA ESTELA","4028  MARYDALE DR, NASHVILLE, TN",0.74,"GENERAL SERVICES DISTRICT",40000,103600,158200,1964,3,2,0,"4028  MARYDALE DR"," NASHVILLE","4028  MARYDALE DR",NASHVILLE,TN
31090,"041 08 0 037.00",DUPLEX,"1199  OLD HICKORY BLVD, NASHVILLE",15-05-08,155000,20150513-0044079,No,"PROSPERITAS PARTNERS, LLC","1199  OLD HICKORY BLVD, NASHVILLE, TN",1.24,"GENERAL SERVICES DISTRICT",37400,98000,135400,1955,3,2,0,"1199  OLD HICKORY BLVD"," NASHVILLE","1199  OLD HICKORY BLVD",NASHVILLE,TN
22739,"041 08 0 049.00","SINGLE FAMILY","1117  OLD HICKORY BLVD, NASHVILLE",14-10-02,110000,20141008-0093466,No,"ELLIS, MARGARET A.","1117  OLD HICKORY BLVD, NASHVILLE, TN",0.22,"GENERAL SERVICES DISTRICT",25500,71200,96700,1960,3,1,0,"1117  OLD HICKORY BLVD"," NASHVILLE","1117  OLD HICKORY BLVD",NASHVILLE,TN
53133,"041 08 0 068.00","VACANT RESIDENTIAL LAND","1227 OLD HICKORY  BLVD, NASHVILLE",16-08-05,94000,20160811-0083727,Yes,"CONNERTH CONSTRUCTION, LLC","1227  OLD HICKORY BLVD, NASHVILLE, TN",2.65,"GENERAL SERVICES DISTRICT",66300,0,66300,0,0,0,0,"1227 OLD HICKORY  BLVD"," NASHVILLE","1227  OLD HICKORY BLVD",NASHVILLE,TN
9806,"041 10 0 016.00","SINGLE FAMILY","3911  BRICK CHURCH PIKE, NASHVILLE",13-11-15,127500,20131119-0119297,No,"GROSS, GABRIEL THOMAS & MILLER, MARY ELLEN","3911  BRICK CHURCH PIKE, NASHVILLE, TN",0.67,"GENERAL SERVICES DISTRICT",22000,81200,109100,1959,3,1,1,"3911  BRICK CHURCH PIKE"," NASHVILLE","3911  BRICK CHURCH PIKE",NASHVILLE,TN
38088,"041 10 0 019.00","SINGLE FAMILY","3917  BRICK CHURCH PIKE, NASHVILLE",15-09-10,131700,20150911-0092472,No,"LEMASTER, JOSEPH J. & MARY B.","3917  BRICK CHURCH PIKE, NASHVILLE, TN",1.07,"GENERAL SERVICES DISTRICT",25000,82200,107200,1958,3,2,0,"3917  BRICK CHURCH PIKE"," NASHVILLE","3917  BRICK CHURCH PIKE",NASHVILLE,TN
53134,"041 10 0 023.00","SINGLE FAMILY","1345 CHESHIRE  DR, NASHVILLE",16-08-23,171475,20160826-0089464,No,"TREGONING, GEORGE SEIBERT III & JOSHUA","1345  CHESHIRE DR, NASHVILLE, TN",1.15,"GENERAL SERVICES DISTRICT",28000,88800,116800,1959,3,2,0,"1345 CHESHIRE  DR"," NASHVILLE","1345  CHESHIRE DR",NASHVILLE,TN
34772,"041 11 0 006.00","SINGLE FAMILY","4000  DUMBARTON DR, NASHVILLE",15-07-02,165000,20150710-0067104,No,"HARTLEY, CAROLINE & BENJAMIN","4000  DUMBARTON DR, NASHVILLE, TN",0.81,"GENERAL SERVICES DISTRICT",25000,68400,93400,1958,2,1,0,"4000  DUMBARTON DR"," NASHVILLE","4000  DUMBARTON DR",NASHVILLE,TN
34773,"041 11 0 007.00","SINGLE FAMILY","4005  DUMBARTON DR, NASHVILLE",15-07-31,90000,20150810-0079498,No,"SMITH, BOBBY J. & JOHNSON, DON","4005  DUMBARTON DR, NASHVILLE, TN",0.78,"GENERAL SERVICES DISTRICT",25000,70800,95800,1957,3,1,1,"4005  DUMBARTON DR"," NASHVILLE","4005  DUMBARTON DR",NASHVILLE,TN
245,"041 11 0 011.00","SINGLE FAMILY","4021  DUMBARTON DR, NASHVILLE",13-01-04,100,20130129-0009438,No,"BATEMAN, KERRY M.","4021  DUMBARTON DR, NASHVILLE, TN",0.78,"GENERAL SERVICES DISTRICT",25000,94300,119300,1958,2,1,0,"4021  DUMBARTON DR"," NASHVILLE","4021  DUMBARTON DR",NASHVILLE,TN
40674,"041 11 0 013.00","SINGLE FAMILY","1329  CHESHIRE DR, NASHVILLE",15-11-13,172000,20151116-0116131,No,"WATSON, JONATHAN G. & REBEKA","1329  CHESHIRE DR, NASHVILLE, TN",1.12,"GENERAL SERVICES DISTRICT",25000,81000,108100,1958,2,1,0,"1329  CHESHIRE DR"," NASHVILLE","1329  CHESHIRE DR",NASHVILLE,TN
19819,"041 11 0 026.00","SINGLE FAMILY","4004  SUSSEX DR, NASHVILLE",14-08-19,205000,20140822-0076570,No,"DOWD, RYAN & MALONE, CARRIE M.","4004  SUSSEX DR, NASHVILLE, TN",1.24,"GENERAL SERVICES DISTRICT",28000,145300,200600,1958,3,2,0,"4004  SUSSEX DR"," NASHVILLE","4004  SUSSEX DR",NASHVILLE,TN
5822,"041 11 0 029.00","SINGLE FAMILY","3936  BANBURY DR, NASHVILLE",13-07-10,122500,20130715-0073015,No,"PRATHER, CORTNEY D. & KIERRA L.","3936  BANBURY DR, NASHVILLE, TN",0.82,"GENERAL SERVICES DISTRICT",25000,75400,111900,1958,2,1,0,"3936  BANBURY DR"," NASHVILLE","3936  BANBURY DR",NASHVILLE,TN
48738,"041 11 0 030.00",DUPLEX,"3932 BANBURY  DR, NASHVILLE",16-05-09,197000,20160511-0046742,No,"OLSON, PHILLIP","3932  BANBURY DR, NASHVILLE, TN",0.91,"GENERAL SERVICES DISTRICT",25000,113700,140500,1959,4,3,0,"3932 BANBURY  DR"," NASHVILLE","3932  BANBURY DR",NASHVILLE,TN
7987,"041 11 0 034.00","SINGLE FAMILY","3925  BANBURY DR, NASHVILLE",13-09-10,115000,20130916-0097173,No,"MOORE, DEBBIE F.","4  BANBURY DR, NASHVILLE, TN",0.73,"GENERAL SERVICES DISTRICT",22000,72600,94600,1958,2,2,0,"3925  BANBURY DR"," NASHVILLE","4  BANBURY DR",NASHVILLE,TN
28167,"041 11 0 035.00","SINGLE FAMILY","3929  BANBURY DR, NASHVILLE",15-03-13,110000,20150327-0026426,No,"HAMLOW, SAMANTHA N.","3929  BANBURY DR, NASHVILLE, TN",0.69,"GENERAL SERVICES DISTRICT",22000,70100,94200,1958,2,1,0,"3929  BANBURY DR"," NASHVILLE","3929  BANBURY DR",NASHVILLE,TN
15550,"041 11 0 036.00","SINGLE FAMILY","3933  BANBURY DR, NASHVILLE",14-05-08,132000,20140513-0040844,No,"DEAUX, TIMOTHY JOSHUA","3933  BANBURY DR, NASHVILLE, TN",1.02,"GENERAL SERVICES DISTRICT",25000,98900,126000,1957,3,1,0,"3933  BANBURY DR"," NASHVILLE","3933  BANBURY DR",NASHVILLE,TN
11703,"041 11 0 040.00","SINGLE FAMILY","3909  BELLSHIRE CT, NASHVILLE",14-01-31,110000,20140207-0010966,No,"NORRIS, KEVIN","3909  BELLSHIRE CT, NASHVILLE, TN",1.14,"GENERAL SERVICES DISTRICT",28000,68000,97000,1957,2,1,0,"3909  BELLSHIRE CT"," NASHVILLE","3909  BELLSHIRE CT",NASHVILLE,TN
39445,"041 11 0 046.00",DUPLEX,"3917  SUSSEX DR, NASHVILLE",15-10-08,115000,20151013-0104282,No,"BANDY, JAMES DERRICK","3917  SUSSEX DR, NASHVILLE, TN",0.91,"GENERAL SERVICES DISTRICT",25000,112500,137500,1958,5,2,0,"3917  SUSSEX DR"," NASHVILLE","3917  SUSSEX DR",NASHVILLE,TN
56045,"041 11 0 046.00",DUPLEX,"3917 SUSSEX  DR, NASHVILLE",16-10-04,143500,20161005-0105372,No,"BANDY, JAMES DERRICK","3917  SUSSEX DR, NASHVILLE, TN",0.91,"GENERAL SERVICES DISTRICT",25000,112500,137500,1958,5,2,0,"3917 SUSSEX  DR"," NASHVILLE","3917  SUSSEX DR",NASHVILLE,TN
13367,"041 11 0 049.00","SINGLE FAMILY","3932  STILTON DR, NASHVILLE",14-03-28,130000,20140331-0026507,No,"MOSTELLER, ROBERT T. & ELYSIA M.","3932  STILTON DR, NASHVILLE, TN",1.03,"GENERAL SERVICES DISTRICT",25000,83600,110600,1959,3,1,1,"3932  STILTON DR"," NASHVILLE","3932  STILTON DR",NASHVILLE,TN
33039,"041 11 0 050.00",PARSONAGE,"3928  STILTON DR, NASHVILLE",15-06-03,144500,20150608-0053481,No,"SCHOFIELD, NATHAN NOEL & TAMIE RAE","3928  STILTON DR, NASHVILLE, TN",0.89,"GENERAL SERVICES DISTRICT",25000,82700,107700,1958,3,1,1,"3928  STILTON DR"," NASHVILLE","3928  STILTON DR",NASHVILLE,TN
45300,"041 11 0 055.00","SINGLE FAMILY","3921  STILTON DR, NASHVILLE",16-03-08,110000,20160314-0024014,No,"HICKS, DONNA R.","3921  STILTON DR, NASHVILLE, TN",0.98,"GENERAL SERVICES DISTRICT",25000,85200,110200,1957,2,1,0,"3921  STILTON DR"," NASHVILLE","3921  STILTON DR",NASHVILLE,TN
22740,"041 11 0 065.00","SINGLE FAMILY","4009  SUSSEX DR, NASHVILLE",14-10-31,135000,20141105-0102079,No,"CALDERON, ANA GLORIA & MOJICA, ANA GLORIA ELIZABETH","4009  SUSSEX DR, NASHVILLE, TN",0.95,"GENERAL SERVICES DISTRICT",25000,85000,110000,1958,3,2,0,"4009  SUSSEX DR"," NASHVILLE","4009  SUSSEX DR",NASHVILLE,TN
21313,"041 11 0 076.00","SINGLE FAMILY","1216  SUSSEX CT, NASHVILLE",14-09-29,170000,20141002-0091212,No,"KILGORE, NATALIE A.","1216  SUSSEX CT, NASHVILLE, TN",0.69,"GENERAL SERVICES DISTRICT",25000,104800,131200,1958,4,2,1,"1216  SUSSEX CT"," NASHVILLE","1216  SUSSEX CT",NASHVILLE,TN
53135,"041 11 0 079.00","SINGLE FAMILY","1245 RUGBY  DR, NASHVILLE",16-08-12,131500,20160816-0085277,No,"DEBUFF, TODD","1245  RUGBY DR, NASHVILLE, TN",0.46,"GENERAL SERVICES DISTRICT",22000,80600,102600,1959,3,1,0,"1245 RUGBY  DR"," NASHVILLE","1245  RUGBY DR",NASHVILLE,TN
19820,"041 11 0 084.00","SINGLE FAMILY","1225  RUGBY DR, NASHVILLE",14-08-15,127000,20140820-0075569,No,"BROOKS, DIANA & DAVID","1225  RUGBY DR, NASHVILLE, TN",0.73,"GENERAL SERVICES DISTRICT",25000,97600,122600,1958,3,1,1,"1225  RUGBY DR"," NASHVILLE","1225  RUGBY DR",NASHVILLE,TN
31091,"041 11 0 106.00","SINGLE FAMILY","3920  DEVONSHIRE DR, NASHVILLE",15-05-22,178000,20150528-0049283,No,"PRINCE, JOSIAH & HEATHER","3920  DEVONSHIRE DR, NASHVILLE, TN",1.07,"GENERAL SERVICES DISTRICT",25000,126600,160000,1959,3,3,0,"3920  DEVONSHIRE DR"," NASHVILLE","3920  DEVONSHIRE DR",NASHVILLE,TN
31092,"041 11 0 110.00","SINGLE FAMILY","3904  DEVONSHIRE DR, NASHVILLE",15-05-05,159900,20150508-0042495,No,"THORNTON, CLAYTON E.","3904  DEVONSHIRE DR, NASHVILLE, TN",1.1,"GENERAL SERVICES DISTRICT",25000,128200,153200,1958,4,2,0,"3904  DEVONSHIRE DR"," NASHVILLE","3904  DEVONSHIRE DR",NASHVILLE,TN
43087,"041 11 0 111.00","SINGLE FAMILY","4017  DEVONSHIRE DR, NASHVILLE",16-01-27,170000,20160128-0008451,No,"CHAPARRO-BARRIGUETE, EDMUNDO & CHAPARRO, CAROL F.","4017  DEVONSHIRE DR, NASHVILLE, TN",0.84,"GENERAL SERVICES DISTRICT",25000,151700,176700,1958,3,2,0,"4017  DEVONSHIRE DR"," NASHVILLE","4017  DEVONSHIRE DR",NASHVILLE,TN
28168,"041 11 0 120.00","SINGLE FAMILY","1203  DARBYTOWN DR, NASHVILLE",15-03-18,109000,20150323-0024462,No,"DYER, MIKA JANELLE","1203  DARBYTOWN DR, NASHVILLE, TN",1.21,"GENERAL SERVICES DISTRICT",25000,60000,85000,1956,2,1,0,"1203  DARBYTOWN DR"," NASHVILLE","1203  DARBYTOWN DR",NASHVILLE,TN
40675,"041 11 0 129.00","SINGLE FAMILY","3901  DEVONSHIRE DR, NASHVILLE",15-11-10,168000,20151208-0123600,No,"MISCH, HEATHER","3901  DEVONSHIRE DR, NASHVILLE, TN",1.19,"GENERAL SERVICES DISTRICT",25000,114000,152800,1955,3,2,1,"3901  DEVONSHIRE DR"," NASHVILLE","3901  DEVONSHIRE DR",NASHVILLE,TN
7008,"041 12 0 005.00","SINGLE FAMILY","4013  OXBOW DR, NASHVILLE",13-08-28,149900,20130829-0091162,No,"CROSSLAND, BARBARA L.","4013  OXBOW DR, NASHVILLE, TN",0.91,"GENERAL SERVICES DISTRICT",25000,98400,139100,1960,4,1,0,"4013  OXBOW DR"," NASHVILLE","4013  OXBOW DR",NASHVILLE,TN
39446,"041 12 0 008.00","SINGLE FAMILY","1123  BELL GRIMES LN, NASHVILLE",15-10-15,149900,20151019-0105837,No,"NOBLITT, MELINDA HUDGINS & ZACHARY","1123  BELL GRIMES LN, NASHVILLE, TN",0.94,"GENERAL SERVICES DISTRICT",25000,83200,121200,1952,3,1,0,"1123  BELL GRIMES LN"," NASHVILLE","1123  BELL GRIMES LN",NASHVILLE,TN
39447,"041 12 0 010.00","SINGLE FAMILY","1119  BELL GRIMES LN, NASHVILLE",15-10-08,160000,20151009-0103124,No,"SAVAGE, BENJAMIN HAYDEN & JILLIAN","1119  BELL GRIMES LN, NASHVILLE, TN",0.9,"GENERAL SERVICES DISTRICT",25000,77100,102100,1959,3,1,0,"1119  BELL GRIMES LN"," NASHVILLE","1119  BELL GRIMES LN",NASHVILLE,TN
45301,"041 12 0 014.00","SINGLE FAMILY","1109  BELL GRIMES LN, NASHVILLE",16-03-25,163000,20160405-0032415,No,"HAEHN, THOMAS","1109  BELL GRIMES LN, NASHVILLE, TN",1.02,"GENERAL SERVICES DISTRICT",25000,133700,173600,1955,6,3,0,"1109  BELL GRIMES LN"," NASHVILLE","1109  BELL GRIMES LN",NASHVILLE,TN
44087,"041 12 0 038.00","SINGLE FAMILY","1111  DARBYTOWN DR, NASHVILLE",16-02-26,145000,20160229-0019024,No,"MEJIA, VICTOR H. MOZQUEDA & GARCIA, BELKIS CAROLINA PENA","1111  DARBYTOWN DR, NASHVILLE, TN",0.56,"GENERAL SERVICES DISTRICT",22000,73100,95100,1960,2,1,0,"1111  DARBYTOWN DR"," NASHVILLE","1111  DARBYTOWN DR",NASHVILLE,TN
39448,"041 12 0 056.00","SINGLE FAMILY","3900  THACKERY DR, NASHVILLE",15-10-05,180000,20151013-0104220,No,"WALTON, ENOLA","3900  THACKERY DR, NASHVILLE, TN",0.98,"GENERAL SERVICES DISTRICT",25000,129500,154500,1955,4,2,0,"3900  THACKERY DR"," NASHVILLE","3900  THACKERY DR",NASHVILLE,TN
